"","Year","State","Classified.Days","count"
"1063",1983,"Nebraska","Good.Days",2
"1064",1983,"Nebraska","Hazardous.Days",2
"1065",1983,"Nebraska","Moderate.Days",2
"1066",1983,"Nebraska","Unhealthy.Days",2
"1067",1983,"Nebraska","Unhealthy.for.Sensitive.Groups.Days",2
"1068",1983,"Nebraska","Very.Unhealthy.Days",2
"1069",1983,"Nevada","Good.Days",4
"1070",1983,"Nevada","Hazardous.Days",4
"1071",1983,"Nevada","Moderate.Days",4
"1072",1983,"Nevada","Unhealthy.Days",4
"1073",1983,"Nevada","Unhealthy.for.Sensitive.Groups.Days",4
"1074",1983,"Nevada","Very.Unhealthy.Days",4
"1075",1983,"New Hampshire","Good.Days",5
"1076",1983,"New Hampshire","Hazardous.Days",5
"1077",1983,"New Hampshire","Moderate.Days",5
"1078",1983,"New Hampshire","Unhealthy.Days",5
"1079",1983,"New Hampshire","Unhealthy.for.Sensitive.Groups.Days",5
"1080",1983,"New Hampshire","Very.Unhealthy.Days",5
"1081",1983,"New Jersey","Good.Days",15
"1082",1983,"New Jersey","Hazardous.Days",15
"1083",1983,"New Jersey","Moderate.Days",15
"1084",1983,"New Jersey","Unhealthy.Days",15
"1085",1983,"New Jersey","Unhealthy.for.Sensitive.Groups.Days",15
"1086",1983,"New Jersey","Very.Unhealthy.Days",15
"1087",1983,"New Mexico","Good.Days",5
"1088",1983,"New Mexico","Hazardous.Days",5
"1089",1983,"New Mexico","Moderate.Days",5
"1090",1983,"New Mexico","Unhealthy.Days",5
"1091",1983,"New Mexico","Unhealthy.for.Sensitive.Groups.Days",5
"1092",1983,"New Mexico","Very.Unhealthy.Days",5
"1093",1983,"New York","Good.Days",18
"1094",1983,"New York","Hazardous.Days",18
"1095",1983,"New York","Moderate.Days",18
"1096",1983,"New York","Unhealthy.Days",18
"1097",1983,"New York","Unhealthy.for.Sensitive.Groups.Days",18
"1098",1983,"New York","Very.Unhealthy.Days",18
"1099",1983,"North Carolina","Good.Days",19
"1100",1983,"North Carolina","Hazardous.Days",19
"1101",1983,"North Carolina","Moderate.Days",19
"1102",1983,"North Carolina","Unhealthy.Days",19
"1103",1983,"North Carolina","Unhealthy.for.Sensitive.Groups.Days",19
"1104",1983,"North Carolina","Very.Unhealthy.Days",19
"1105",1983,"North Dakota","Good.Days",6
"1106",1983,"North Dakota","Hazardous.Days",6
"1107",1983,"North Dakota","Moderate.Days",6
"1108",1983,"North Dakota","Unhealthy.Days",6
"1109",1983,"North Dakota","Unhealthy.for.Sensitive.Groups.Days",6
"1110",1983,"North Dakota","Very.Unhealthy.Days",6
"1111",1983,"Ohio","Good.Days",28
"1112",1983,"Ohio","Hazardous.Days",28
"1113",1983,"Ohio","Moderate.Days",28
"1114",1983,"Ohio","Unhealthy.Days",28
"1115",1983,"Ohio","Unhealthy.for.Sensitive.Groups.Days",28
"1116",1983,"Ohio","Very.Unhealthy.Days",28
"1117",1983,"Oklahoma","Good.Days",6
"1118",1983,"Oklahoma","Hazardous.Days",6
"1119",1983,"Oklahoma","Moderate.Days",6
"1120",1983,"Oklahoma","Unhealthy.Days",6
"1121",1983,"Oklahoma","Unhealthy.for.Sensitive.Groups.Days",6
"1122",1983,"Oklahoma","Very.Unhealthy.Days",6
"1123",1983,"Oregon","Good.Days",10
"1124",1983,"Oregon","Hazardous.Days",10
"1125",1983,"Oregon","Moderate.Days",10
"1126",1983,"Oregon","Unhealthy.Days",10
"1127",1983,"Oregon","Unhealthy.for.Sensitive.Groups.Days",10
"1128",1983,"Oregon","Very.Unhealthy.Days",10
"1129",1983,"Pennsylvania","Good.Days",22
"1130",1983,"Pennsylvania","Hazardous.Days",22
"1131",1983,"Pennsylvania","Moderate.Days",22
"1132",1983,"Pennsylvania","Unhealthy.Days",22
"1133",1983,"Pennsylvania","Unhealthy.for.Sensitive.Groups.Days",22
"1134",1983,"Pennsylvania","Very.Unhealthy.Days",22
"1135",1983,"Puerto Rico","Good.Days",3
"1136",1983,"Puerto Rico","Hazardous.Days",3
"1137",1983,"Puerto Rico","Moderate.Days",3
"1138",1983,"Puerto Rico","Unhealthy.Days",3
"1139",1983,"Puerto Rico","Unhealthy.for.Sensitive.Groups.Days",3
"1140",1983,"Puerto Rico","Very.Unhealthy.Days",3
"1141",1983,"Rhode Island","Good.Days",2
"1142",1983,"Rhode Island","Hazardous.Days",2
"1143",1983,"Rhode Island","Moderate.Days",2
"1144",1983,"Rhode Island","Unhealthy.Days",2
"1145",1983,"Rhode Island","Unhealthy.for.Sensitive.Groups.Days",2
"1146",1983,"Rhode Island","Very.Unhealthy.Days",2
"1147",1983,"South Carolina","Good.Days",8
"1148",1983,"South Carolina","Hazardous.Days",8
"1149",1983,"South Carolina","Moderate.Days",8
"1150",1983,"South Carolina","Unhealthy.Days",8
"1151",1983,"South Carolina","Unhealthy.for.Sensitive.Groups.Days",8
"1152",1983,"South Carolina","Very.Unhealthy.Days",8
"1153",1983,"Tennessee","Good.Days",13
"1154",1983,"Tennessee","Hazardous.Days",13
"1155",1983,"Tennessee","Moderate.Days",13
"1156",1983,"Tennessee","Unhealthy.Days",13
"1157",1983,"Tennessee","Unhealthy.for.Sensitive.Groups.Days",13
"1158",1983,"Tennessee","Very.Unhealthy.Days",13
"1159",1983,"Texas","Good.Days",15
"1160",1983,"Texas","Hazardous.Days",15
"1161",1983,"Texas","Moderate.Days",15
"1162",1983,"Texas","Unhealthy.Days",15
"1163",1983,"Texas","Unhealthy.for.Sensitive.Groups.Days",15
"1164",1983,"Texas","Very.Unhealthy.Days",15
"1165",1983,"Utah","Good.Days",6
"1166",1983,"Utah","Hazardous.Days",6
"1167",1983,"Utah","Moderate.Days",6
"1168",1983,"Utah","Unhealthy.Days",6
"1169",1983,"Utah","Unhealthy.for.Sensitive.Groups.Days",6
"1170",1983,"Utah","Very.Unhealthy.Days",6
"1171",1983,"Vermont","Good.Days",3
"1172",1983,"Vermont","Hazardous.Days",3
"1173",1983,"Vermont","Moderate.Days",3
"1174",1983,"Vermont","Unhealthy.Days",3
"1175",1983,"Vermont","Unhealthy.for.Sensitive.Groups.Days",3
"1176",1983,"Vermont","Very.Unhealthy.Days",3
"1177",1983,"Virgin Islands","Good.Days",1
"1178",1983,"Virgin Islands","Hazardous.Days",1
"1179",1983,"Virgin Islands","Moderate.Days",1
"1180",1983,"Virgin Islands","Unhealthy.Days",1
"1181",1983,"Virgin Islands","Unhealthy.for.Sensitive.Groups.Days",1
"1182",1983,"Virgin Islands","Very.Unhealthy.Days",1
"1183",1983,"Virginia","Good.Days",15
"1184",1983,"Virginia","Hazardous.Days",15
"1185",1983,"Virginia","Moderate.Days",15
"1186",1983,"Virginia","Unhealthy.Days",15
"1187",1983,"Virginia","Unhealthy.for.Sensitive.Groups.Days",15
"1188",1983,"Virginia","Very.Unhealthy.Days",15
"1189",1983,"Washington","Good.Days",9
"1190",1983,"Washington","Hazardous.Days",9
"1191",1983,"Washington","Moderate.Days",9
"1192",1983,"Washington","Unhealthy.Days",9
"1193",1983,"Washington","Unhealthy.for.Sensitive.Groups.Days",9
"1194",1983,"Washington","Very.Unhealthy.Days",9
"1195",1983,"West Virginia","Good.Days",8
"1196",1983,"West Virginia","Hazardous.Days",8
"1197",1983,"West Virginia","Moderate.Days",8
"1198",1983,"West Virginia","Unhealthy.Days",8
"1199",1983,"West Virginia","Unhealthy.for.Sensitive.Groups.Days",8
"1200",1983,"West Virginia","Very.Unhealthy.Days",8
"1201",1983,"Wisconsin","Good.Days",16
"1202",1983,"Wisconsin","Hazardous.Days",16
"1203",1983,"Wisconsin","Moderate.Days",16
"1204",1983,"Wisconsin","Unhealthy.Days",16
"1205",1983,"Wisconsin","Unhealthy.for.Sensitive.Groups.Days",16
"1206",1983,"Wisconsin","Very.Unhealthy.Days",16
"1207",1984,"Alabama","Good.Days",4
"1208",1984,"Alabama","Hazardous.Days",4
"1209",1984,"Alabama","Moderate.Days",4
"1210",1984,"Alabama","Unhealthy.Days",4
"1211",1984,"Alabama","Unhealthy.for.Sensitive.Groups.Days",4
"1212",1984,"Alabama","Very.Unhealthy.Days",4
"1213",1984,"Alaska","Good.Days",2
"1214",1984,"Alaska","Hazardous.Days",2
"1215",1984,"Alaska","Moderate.Days",2
"1216",1984,"Alaska","Unhealthy.Days",2
"1217",1984,"Alaska","Unhealthy.for.Sensitive.Groups.Days",2
"1218",1984,"Alaska","Very.Unhealthy.Days",2
"1219",1984,"Arizona","Good.Days",9
"1220",1984,"Arizona","Hazardous.Days",9
"1221",1984,"Arizona","Moderate.Days",9
"1222",1984,"Arizona","Unhealthy.Days",9
"1223",1984,"Arizona","Unhealthy.for.Sensitive.Groups.Days",9
"1224",1984,"Arizona","Very.Unhealthy.Days",9
"1225",1984,"Arkansas","Good.Days",2
"1226",1984,"Arkansas","Hazardous.Days",2
"1227",1984,"Arkansas","Moderate.Days",2
"1228",1984,"Arkansas","Unhealthy.Days",2
"1229",1984,"Arkansas","Unhealthy.for.Sensitive.Groups.Days",2
"1230",1984,"Arkansas","Very.Unhealthy.Days",2
"1231",1984,"California","Good.Days",40
"1232",1984,"California","Hazardous.Days",40
"1233",1984,"California","Moderate.Days",40
"1234",1984,"California","Unhealthy.Days",40
"1235",1984,"California","Unhealthy.for.Sensitive.Groups.Days",40
"1236",1984,"California","Very.Unhealthy.Days",40
"1237",1984,"Colorado","Good.Days",10
"1238",1984,"Colorado","Hazardous.Days",10
"1239",1984,"Colorado","Moderate.Days",10
"1240",1984,"Colorado","Unhealthy.Days",10
"1241",1984,"Colorado","Unhealthy.for.Sensitive.Groups.Days",10
"1242",1984,"Colorado","Very.Unhealthy.Days",10
"1243",1984,"Connecticut","Good.Days",6
"1244",1984,"Connecticut","Hazardous.Days",6
"1245",1984,"Connecticut","Moderate.Days",6
"1246",1984,"Connecticut","Unhealthy.Days",6
"1247",1984,"Connecticut","Unhealthy.for.Sensitive.Groups.Days",6
"1248",1984,"Connecticut","Very.Unhealthy.Days",6
"1249",1984,"Delaware","Good.Days",3
"1250",1984,"Delaware","Hazardous.Days",3
"1251",1984,"Delaware","Moderate.Days",3
"1252",1984,"Delaware","Unhealthy.Days",3
"1253",1984,"Delaware","Unhealthy.for.Sensitive.Groups.Days",3
"1254",1984,"Delaware","Very.Unhealthy.Days",3
"1255",1984,"District Of Columbia","Good.Days",1
"1256",1984,"District Of Columbia","Hazardous.Days",1
"1257",1984,"District Of Columbia","Moderate.Days",1
"1258",1984,"District Of Columbia","Unhealthy.Days",1
"1259",1984,"District Of Columbia","Unhealthy.for.Sensitive.Groups.Days",1
"1260",1984,"District Of Columbia","Very.Unhealthy.Days",1
"1261",1984,"Florida","Good.Days",14
"1262",1984,"Florida","Hazardous.Days",14
"1263",1984,"Florida","Moderate.Days",14
"1264",1984,"Florida","Unhealthy.Days",14
"1265",1984,"Florida","Unhealthy.for.Sensitive.Groups.Days",14
"1266",1984,"Florida","Very.Unhealthy.Days",14
"1267",1984,"Georgia","Good.Days",4
"1268",1984,"Georgia","Hazardous.Days",4
"1269",1984,"Georgia","Moderate.Days",4
"1270",1984,"Georgia","Unhealthy.Days",4
"1271",1984,"Georgia","Unhealthy.for.Sensitive.Groups.Days",4
"1272",1984,"Georgia","Very.Unhealthy.Days",4
"1273",1984,"Hawaii","Good.Days",1
"1274",1984,"Hawaii","Hazardous.Days",1
"1275",1984,"Hawaii","Moderate.Days",1
"1276",1984,"Hawaii","Unhealthy.Days",1
"1277",1984,"Hawaii","Unhealthy.for.Sensitive.Groups.Days",1
"1278",1984,"Hawaii","Very.Unhealthy.Days",1
"1279",1984,"Idaho","Good.Days",4
"1280",1984,"Idaho","Hazardous.Days",4
"1281",1984,"Idaho","Moderate.Days",4
"1282",1984,"Idaho","Unhealthy.Days",4
"1283",1984,"Idaho","Unhealthy.for.Sensitive.Groups.Days",4
"1284",1984,"Idaho","Very.Unhealthy.Days",4
"1285",1984,"Illinois","Good.Days",20
"1286",1984,"Illinois","Hazardous.Days",20
"1287",1984,"Illinois","Moderate.Days",20
"1288",1984,"Illinois","Unhealthy.Days",20
"1289",1984,"Illinois","Unhealthy.for.Sensitive.Groups.Days",20
"1290",1984,"Illinois","Very.Unhealthy.Days",20
"1291",1984,"Indiana","Good.Days",18
"1292",1984,"Indiana","Hazardous.Days",18
"1293",1984,"Indiana","Moderate.Days",18
"1294",1984,"Indiana","Unhealthy.Days",18
"1295",1984,"Indiana","Unhealthy.for.Sensitive.Groups.Days",18
"1296",1984,"Indiana","Very.Unhealthy.Days",18
"1297",1984,"Iowa","Good.Days",6
"1298",1984,"Iowa","Hazardous.Days",6
"1299",1984,"Iowa","Moderate.Days",6
"1300",1984,"Iowa","Unhealthy.Days",6
"1301",1984,"Iowa","Unhealthy.for.Sensitive.Groups.Days",6
"1302",1984,"Iowa","Very.Unhealthy.Days",6
"1303",1984,"Kansas","Good.Days",2
"1304",1984,"Kansas","Hazardous.Days",2
"1305",1984,"Kansas","Moderate.Days",2
"1306",1984,"Kansas","Unhealthy.Days",2
"1307",1984,"Kansas","Unhealthy.for.Sensitive.Groups.Days",2
"1308",1984,"Kansas","Very.Unhealthy.Days",2
"1309",1984,"Kentucky","Good.Days",15
"1310",1984,"Kentucky","Hazardous.Days",15
"1311",1984,"Kentucky","Moderate.Days",15
"1312",1984,"Kentucky","Unhealthy.Days",15
"1313",1984,"Kentucky","Unhealthy.for.Sensitive.Groups.Days",15
"1314",1984,"Kentucky","Very.Unhealthy.Days",15
"1315",1984,"Louisiana","Good.Days",17
"1316",1984,"Louisiana","Hazardous.Days",17
"1317",1984,"Louisiana","Moderate.Days",17
"1318",1984,"Louisiana","Unhealthy.Days",17
"1319",1984,"Louisiana","Unhealthy.for.Sensitive.Groups.Days",17
"1320",1984,"Louisiana","Very.Unhealthy.Days",17
"1321",1984,"Maine","Good.Days",10
"1322",1984,"Maine","Hazardous.Days",10
"1323",1984,"Maine","Moderate.Days",10
"1324",1984,"Maine","Unhealthy.Days",10
"1325",1984,"Maine","Unhealthy.for.Sensitive.Groups.Days",10
"1326",1984,"Maine","Very.Unhealthy.Days",10
"1327",1984,"Maryland","Good.Days",12
"1328",1984,"Maryland","Hazardous.Days",12
"1329",1984,"Maryland","Moderate.Days",12
"1330",1984,"Maryland","Unhealthy.Days",12
"1331",1984,"Maryland","Unhealthy.for.Sensitive.Groups.Days",12
"1332",1984,"Maryland","Very.Unhealthy.Days",12
"1333",1984,"Massachusetts","Good.Days",9
"1334",1984,"Massachusetts","Hazardous.Days",9
"1335",1984,"Massachusetts","Moderate.Days",9
"1336",1984,"Massachusetts","Unhealthy.Days",9
"1337",1984,"Massachusetts","Unhealthy.for.Sensitive.Groups.Days",9
"1338",1984,"Massachusetts","Very.Unhealthy.Days",9
"1339",1984,"Michigan","Good.Days",13
"1340",1984,"Michigan","Hazardous.Days",13
"1341",1984,"Michigan","Moderate.Days",13
"1342",1984,"Michigan","Unhealthy.Days",13
"1343",1984,"Michigan","Unhealthy.for.Sensitive.Groups.Days",13
"1344",1984,"Michigan","Very.Unhealthy.Days",13
"1345",1984,"Minnesota","Good.Days",9
"1346",1984,"Minnesota","Hazardous.Days",9
"1347",1984,"Minnesota","Moderate.Days",9
"1348",1984,"Minnesota","Unhealthy.Days",9
"1349",1984,"Minnesota","Unhealthy.for.Sensitive.Groups.Days",9
"1350",1984,"Minnesota","Very.Unhealthy.Days",9
"1351",1984,"Mississippi","Good.Days",4
"1352",1984,"Mississippi","Hazardous.Days",4
"1353",1984,"Mississippi","Moderate.Days",4
"1354",1984,"Mississippi","Unhealthy.Days",4
"1355",1984,"Mississippi","Unhealthy.for.Sensitive.Groups.Days",4
"1356",1984,"Mississippi","Very.Unhealthy.Days",4
"1357",1984,"Missouri","Good.Days",8
"1358",1984,"Missouri","Hazardous.Days",8
"1359",1984,"Missouri","Moderate.Days",8
"1360",1984,"Missouri","Unhealthy.Days",8
"1361",1984,"Missouri","Unhealthy.for.Sensitive.Groups.Days",8
"1362",1984,"Missouri","Very.Unhealthy.Days",8
"1363",1984,"Montana","Good.Days",4
"1364",1984,"Montana","Hazardous.Days",4
"1365",1984,"Montana","Moderate.Days",4
"1366",1984,"Montana","Unhealthy.Days",4
"1367",1984,"Montana","Unhealthy.for.Sensitive.Groups.Days",4
"1368",1984,"Montana","Very.Unhealthy.Days",4
"1369",1984,"Nebraska","Good.Days",2
"1370",1984,"Nebraska","Hazardous.Days",2
"1371",1984,"Nebraska","Moderate.Days",2
"1372",1984,"Nebraska","Unhealthy.Days",2
"1373",1984,"Nebraska","Unhealthy.for.Sensitive.Groups.Days",2
"1374",1984,"Nebraska","Very.Unhealthy.Days",2
"1375",1984,"Nevada","Good.Days",4
"1376",1984,"Nevada","Hazardous.Days",4
"1377",1984,"Nevada","Moderate.Days",4
"1378",1984,"Nevada","Unhealthy.Days",4
"1379",1984,"Nevada","Unhealthy.for.Sensitive.Groups.Days",4
"1380",1984,"Nevada","Very.Unhealthy.Days",4
"1381",1984,"New Hampshire","Good.Days",4
"1382",1984,"New Hampshire","Hazardous.Days",4
"1383",1984,"New Hampshire","Moderate.Days",4
"1384",1984,"New Hampshire","Unhealthy.Days",4
"1385",1984,"New Hampshire","Unhealthy.for.Sensitive.Groups.Days",4
"1386",1984,"New Hampshire","Very.Unhealthy.Days",4
"1387",1984,"New Jersey","Good.Days",15
"1388",1984,"New Jersey","Hazardous.Days",15
"1389",1984,"New Jersey","Moderate.Days",15
"1390",1984,"New Jersey","Unhealthy.Days",15
"1391",1984,"New Jersey","Unhealthy.for.Sensitive.Groups.Days",15
"1392",1984,"New Jersey","Very.Unhealthy.Days",15
"1393",1984,"New Mexico","Good.Days",7
"1394",1984,"New Mexico","Hazardous.Days",7
"1395",1984,"New Mexico","Moderate.Days",7
"1396",1984,"New Mexico","Unhealthy.Days",7
"1397",1984,"New Mexico","Unhealthy.for.Sensitive.Groups.Days",7
"1398",1984,"New Mexico","Very.Unhealthy.Days",7
"1399",1984,"New York","Good.Days",18
"1400",1984,"New York","Hazardous.Days",18
"1401",1984,"New York","Moderate.Days",18
"1402",1984,"New York","Unhealthy.Days",18
"1403",1984,"New York","Unhealthy.for.Sensitive.Groups.Days",18
"1404",1984,"New York","Very.Unhealthy.Days",18
"1405",1984,"North Carolina","Good.Days",18
"1406",1984,"North Carolina","Hazardous.Days",18
"1407",1984,"North Carolina","Moderate.Days",18
"1408",1984,"North Carolina","Unhealthy.Days",18
"1409",1984,"North Carolina","Unhealthy.for.Sensitive.Groups.Days",18
"1410",1984,"North Carolina","Very.Unhealthy.Days",18
"1411",1984,"North Dakota","Good.Days",6
"1412",1984,"North Dakota","Hazardous.Days",6
"1413",1984,"North Dakota","Moderate.Days",6
"1414",1984,"North Dakota","Unhealthy.Days",6
"1415",1984,"North Dakota","Unhealthy.for.Sensitive.Groups.Days",6
"1416",1984,"North Dakota","Very.Unhealthy.Days",6
"1417",1984,"Ohio","Good.Days",27
"1418",1984,"Ohio","Hazardous.Days",27
"1419",1984,"Ohio","Moderate.Days",27
"1420",1984,"Ohio","Unhealthy.Days",27
"1421",1984,"Ohio","Unhealthy.for.Sensitive.Groups.Days",27
"1422",1984,"Ohio","Very.Unhealthy.Days",27
"1423",1984,"Oklahoma","Good.Days",6
"1424",1984,"Oklahoma","Hazardous.Days",6
"1425",1984,"Oklahoma","Moderate.Days",6
"1426",1984,"Oklahoma","Unhealthy.Days",6
"1427",1984,"Oklahoma","Unhealthy.for.Sensitive.Groups.Days",6
"1428",1984,"Oklahoma","Very.Unhealthy.Days",6
"1429",1984,"Oregon","Good.Days",10
"1430",1984,"Oregon","Hazardous.Days",10
"1431",1984,"Oregon","Moderate.Days",10
"1432",1984,"Oregon","Unhealthy.Days",10
"1433",1984,"Oregon","Unhealthy.for.Sensitive.Groups.Days",10
"1434",1984,"Oregon","Very.Unhealthy.Days",10
"1435",1984,"Pennsylvania","Good.Days",22
"1436",1984,"Pennsylvania","Hazardous.Days",22
"1437",1984,"Pennsylvania","Moderate.Days",22
"1438",1984,"Pennsylvania","Unhealthy.Days",22
"1439",1984,"Pennsylvania","Unhealthy.for.Sensitive.Groups.Days",22
"1440",1984,"Pennsylvania","Very.Unhealthy.Days",22
"1441",1984,"Puerto Rico","Good.Days",3
"1442",1984,"Puerto Rico","Hazardous.Days",3
"1443",1984,"Puerto Rico","Moderate.Days",3
"1444",1984,"Puerto Rico","Unhealthy.Days",3
"1445",1984,"Puerto Rico","Unhealthy.for.Sensitive.Groups.Days",3
"1446",1984,"Puerto Rico","Very.Unhealthy.Days",3
"1447",1984,"Rhode Island","Good.Days",2
"1448",1984,"Rhode Island","Hazardous.Days",2
"1449",1984,"Rhode Island","Moderate.Days",2
"1450",1984,"Rhode Island","Unhealthy.Days",2
"1451",1984,"Rhode Island","Unhealthy.for.Sensitive.Groups.Days",2
"1452",1984,"Rhode Island","Very.Unhealthy.Days",2
"1453",1984,"South Carolina","Good.Days",8
"1454",1984,"South Carolina","Hazardous.Days",8
"1455",1984,"South Carolina","Moderate.Days",8
"1456",1984,"South Carolina","Unhealthy.Days",8
"1457",1984,"South Carolina","Unhealthy.for.Sensitive.Groups.Days",8
"1458",1984,"South Carolina","Very.Unhealthy.Days",8
"1459",1984,"Tennessee","Good.Days",12
"1460",1984,"Tennessee","Hazardous.Days",12
"1461",1984,"Tennessee","Moderate.Days",12
"1462",1984,"Tennessee","Unhealthy.Days",12
"1463",1984,"Tennessee","Unhealthy.for.Sensitive.Groups.Days",12
"1464",1984,"Tennessee","Very.Unhealthy.Days",12
"1465",1984,"Texas","Good.Days",15
"1466",1984,"Texas","Hazardous.Days",15
"1467",1984,"Texas","Moderate.Days",15
"1468",1984,"Texas","Unhealthy.Days",15
"1469",1984,"Texas","Unhealthy.for.Sensitive.Groups.Days",15
"1470",1984,"Texas","Very.Unhealthy.Days",15
"1471",1984,"Utah","Good.Days",4
"1472",1984,"Utah","Hazardous.Days",4
"1473",1984,"Utah","Moderate.Days",4
"1474",1984,"Utah","Unhealthy.Days",4
"1475",1984,"Utah","Unhealthy.for.Sensitive.Groups.Days",4
"1476",1984,"Utah","Very.Unhealthy.Days",4
"1477",1984,"Vermont","Good.Days",3
"1478",1984,"Vermont","Hazardous.Days",3
"1479",1984,"Vermont","Moderate.Days",3
"1480",1984,"Vermont","Unhealthy.Days",3
"1481",1984,"Vermont","Unhealthy.for.Sensitive.Groups.Days",3
"1482",1984,"Vermont","Very.Unhealthy.Days",3
"1483",1984,"Virgin Islands","Good.Days",1
"1484",1984,"Virgin Islands","Hazardous.Days",1
"1485",1984,"Virgin Islands","Moderate.Days",1
"1486",1984,"Virgin Islands","Unhealthy.Days",1
"1487",1984,"Virgin Islands","Unhealthy.for.Sensitive.Groups.Days",1
"1488",1984,"Virgin Islands","Very.Unhealthy.Days",1
"1489",1984,"Virginia","Good.Days",15
"1490",1984,"Virginia","Hazardous.Days",15
"1491",1984,"Virginia","Moderate.Days",15
"1492",1984,"Virginia","Unhealthy.Days",15
"1493",1984,"Virginia","Unhealthy.for.Sensitive.Groups.Days",15
"1494",1984,"Virginia","Very.Unhealthy.Days",15
"1495",1984,"Washington","Good.Days",11
"1496",1984,"Washington","Hazardous.Days",11
"1497",1984,"Washington","Moderate.Days",11
"1498",1984,"Washington","Unhealthy.Days",11
"1499",1984,"Washington","Unhealthy.for.Sensitive.Groups.Days",11
"1500",1984,"Washington","Very.Unhealthy.Days",11
"1501",1984,"West Virginia","Good.Days",9
"1502",1984,"West Virginia","Hazardous.Days",9
"1503",1984,"West Virginia","Moderate.Days",9
"1504",1984,"West Virginia","Unhealthy.Days",9
"1505",1984,"West Virginia","Unhealthy.for.Sensitive.Groups.Days",9
"1506",1984,"West Virginia","Very.Unhealthy.Days",9
"1507",1984,"Wisconsin","Good.Days",18
"1508",1984,"Wisconsin","Hazardous.Days",18
"1509",1984,"Wisconsin","Moderate.Days",18
"1510",1984,"Wisconsin","Unhealthy.Days",18
"1511",1984,"Wisconsin","Unhealthy.for.Sensitive.Groups.Days",18
"1512",1984,"Wisconsin","Very.Unhealthy.Days",18
"1513",1984,"Wyoming","Good.Days",1
"1514",1984,"Wyoming","Hazardous.Days",1
"1515",1984,"Wyoming","Moderate.Days",1
"1516",1984,"Wyoming","Unhealthy.Days",1
"1517",1984,"Wyoming","Unhealthy.for.Sensitive.Groups.Days",1
"1518",1984,"Wyoming","Very.Unhealthy.Days",1
"1519",1985,"Alabama","Good.Days",4
"1520",1985,"Alabama","Hazardous.Days",4
"1521",1985,"Alabama","Moderate.Days",4
"1522",1985,"Alabama","Unhealthy.Days",4
"1523",1985,"Alabama","Unhealthy.for.Sensitive.Groups.Days",4
"1524",1985,"Alabama","Very.Unhealthy.Days",4
"1525",1985,"Alaska","Good.Days",2
"1526",1985,"Alaska","Hazardous.Days",2
"1527",1985,"Alaska","Moderate.Days",2
"1528",1985,"Alaska","Unhealthy.Days",2
"1529",1985,"Alaska","Unhealthy.for.Sensitive.Groups.Days",2
"1530",1985,"Alaska","Very.Unhealthy.Days",2
"1531",1985,"Arizona","Good.Days",9
"1532",1985,"Arizona","Hazardous.Days",9
"1533",1985,"Arizona","Moderate.Days",9
"1534",1985,"Arizona","Unhealthy.Days",9
"1535",1985,"Arizona","Unhealthy.for.Sensitive.Groups.Days",9
"1536",1985,"Arizona","Very.Unhealthy.Days",9
"1537",1985,"Arkansas","Good.Days",3
"1538",1985,"Arkansas","Hazardous.Days",3
"1539",1985,"Arkansas","Moderate.Days",3
"1540",1985,"Arkansas","Unhealthy.Days",3
"1541",1985,"Arkansas","Unhealthy.for.Sensitive.Groups.Days",3
"1542",1985,"Arkansas","Very.Unhealthy.Days",3
"1543",1985,"California","Good.Days",41
"1544",1985,"California","Hazardous.Days",41
"1545",1985,"California","Moderate.Days",41
"1546",1985,"California","Unhealthy.Days",41
"1547",1985,"California","Unhealthy.for.Sensitive.Groups.Days",41
"1548",1985,"California","Very.Unhealthy.Days",41
"1549",1985,"Colorado","Good.Days",16
"1550",1985,"Colorado","Hazardous.Days",16
"1551",1985,"Colorado","Moderate.Days",16
"1552",1985,"Colorado","Unhealthy.Days",16
"1553",1985,"Colorado","Unhealthy.for.Sensitive.Groups.Days",16
"1554",1985,"Colorado","Very.Unhealthy.Days",16
"1555",1985,"Connecticut","Good.Days",6
"1556",1985,"Connecticut","Hazardous.Days",6
"1557",1985,"Connecticut","Moderate.Days",6
"1558",1985,"Connecticut","Unhealthy.Days",6
"1559",1985,"Connecticut","Unhealthy.for.Sensitive.Groups.Days",6
"1560",1985,"Connecticut","Very.Unhealthy.Days",6
"1561",1985,"Delaware","Good.Days",3
"1562",1985,"Delaware","Hazardous.Days",3
"1563",1985,"Delaware","Moderate.Days",3
"1564",1985,"Delaware","Unhealthy.Days",3
"1565",1985,"Delaware","Unhealthy.for.Sensitive.Groups.Days",3
"1566",1985,"Delaware","Very.Unhealthy.Days",3
"1567",1985,"District Of Columbia","Good.Days",1
"1568",1985,"District Of Columbia","Hazardous.Days",1
"1569",1985,"District Of Columbia","Moderate.Days",1
"1570",1985,"District Of Columbia","Unhealthy.Days",1
"1571",1985,"District Of Columbia","Unhealthy.for.Sensitive.Groups.Days",1
"1572",1985,"District Of Columbia","Very.Unhealthy.Days",1
"1573",1985,"Florida","Good.Days",15
"1574",1985,"Florida","Hazardous.Days",15
"1575",1985,"Florida","Moderate.Days",15
"1576",1985,"Florida","Unhealthy.Days",15
"1577",1985,"Florida","Unhealthy.for.Sensitive.Groups.Days",15
"1578",1985,"Florida","Very.Unhealthy.Days",15
"1579",1985,"Georgia","Good.Days",4
"1580",1985,"Georgia","Hazardous.Days",4
"1581",1985,"Georgia","Moderate.Days",4
"1582",1985,"Georgia","Unhealthy.Days",4
