State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Latitude,Longitude
Montana,Rosebud,1985,365,345,16,2,2,0,0,200,41,21,0,195,0,170,0,0,45.648328,-106.557247
Montana,Sanders,1985,26,19,7,0,0,0,0,68,65,44,0,0,0,0,0,26,47.954771,-115.671925
Montana,Silver Bow,1985,28,17,4,6,1,0,0,174,141,35,0,0,0,0,0,28,46.002602,-112.501247
Montana,Yellowstone,1985,365,52,59,158,96,0,0,200,183,123,42,0,0,323,0,0,45.806311,-108.425978
Nebraska,Cass,1985,286,212,72,2,0,0,0,108,61,37,0,0,0,0,0,286,40.865557,-96.146955
Nebraska,Douglas,1985,365,247,98,18,2,0,0,159,80,38,44,0,277,0,0,44,41.316675,-95.946404
Nebraska,Lancaster,1985,352,346,6,0,0,0,0,64,40,16,325,0,27,0,0,0,40.55476,-96.78035
Nevada,Carson City,1985,351,149,110,79,12,1,0,203,129,61,7,0,331,0,0,13,39.1447,-119.7661
Nevada,Clark,1985,365,75,187,83,19,1,0,202,136,77,119,75,166,0,0,5,36.569333,-115.676651
Nevada,Douglas,1985,338,295,41,2,0,0,0,122,54,36,77,0,261,0,0,0,38.897557,-119.732507
Nevada,Washoe,1985,365,147,189,24,4,1,0,255,100,56,120,136,65,0,0,44,39.645264,-119.840025
New Hampshire,Coos,1985,365,129,159,74,3,0,0,174,113,61,0,0,38,295,0,32,44.308132,-71.217639
New Hampshire,Hillsborough,1985,365,81,242,36,6,0,0,174,105,66,235,0,64,66,0,0,42.86183,-71.878626
New Hampshire,Merrimack,1985,365,110,101,128,26,0,0,198,144,87,0,0,18,347,0,0,43.2185,-71.5145
New Hampshire,Rockingham,1985,363,278,72,9,4,0,0,185,74,34,0,0,191,172,0,0,42.862531,-71.38014
New Jersey,Atlantic,1985,363,199,103,41,11,9,0,241,129,49,93,0,212,58,0,0,39.36326,-74.431
New Jersey,Bergen,1985,361,104,192,50,15,0,0,200,108,67,19,141,65,136,0,0,40.85355,-73.96618
New Jersey,Camden,1985,363,126,137,56,29,15,0,232,156,65,18,71,185,87,0,2,39.989036,-75.050008
New Jersey,Cumberland,1985,358,228,73,32,24,1,0,209,133,43,0,0,271,87,0,0,39.422273,-75.025204
New Jersey,Essex,1985,361,132,184,35,7,3,0,212,103,58,5,201,55,99,0,1,40.720989,-74.192892
New Jersey,Gloucester,1985,357,210,85,35,23,4,0,206,129,44,0,0,247,110,0,0,39.800339,-75.212119
New Jersey,Hudson,1985,363,80,217,43,17,6,0,249,129,68,111,78,85,81,0,8,40.725413,-74.052293
New Jersey,Hunterdon,1985,340,243,42,30,21,4,0,223,129,34,0,0,340,0,0,0,40.515262,-74.806671
New Jersey,Mercer,1985,363,212,95,30,18,8,0,221,126,45,73,0,200,85,0,5,40.3125,-74.8729
New Jersey,Middlesex,1985,361,201,105,26,20,9,0,248,133,48,78,0,177,106,0,0,40.462182,-74.429439
New Jersey,Monmouth,1985,349,311,38,0,0,0,0,84,52,34,349,0,0,0,0,0,40.277647,-74.0051
New Jersey,Morris,1985,362,157,146,41,16,2,0,210,126,53,154,14,161,33,0,0,40.787628,-74.676301
New Jersey,Ocean,1985,346,224,74,26,16,6,0,223,122,42,225,0,121,0,0,0,39.994908,-74.170447
New Jersey,Passaic,1985,59,56,3,0,0,0,0,54,42,25,0,0,0,0,0,59,41.058617,-74.255544
New Jersey,Union,1985,362,69,209,62,17,5,0,233,120,75,70,148,72,70,0,2,40.603943,-74.276174
New Mexico,Bernalillo,1985,365,146,203,13,0,3,0,218,87,54,113,30,203,0,0,19,35.19324,-106.613815
New Mexico,Catron,1985,259,259,0,0,0,0,0,23,6,1,0,131,0,128,0,0,33.220502,-108.235719
New Mexico,Dona Ana,1985,365,117,81,108,59,0,0,200,165,94,36,0,96,233,0,0,32.322037,-106.768337
New Mexico,Eddy,1985,213,182,21,7,3,0,0,200,69,0,0,0,0,213,0,0,32.1783,-104.4406
New Mexico,San Juan,1985,228,106,78,42,2,0,0,153,107,56,41,10,0,177,0,0,36.8071,-108.69523
New Mexico,Sandoval,1985,323,246,72,5,0,0,0,115,71,42,0,0,323,0,0,0,35.299484,-106.548914
New Mexico,Santa Fe,1985,341,337,4,0,0,0,0,62,34,18,341,0,0,0,0,0,35.61975,-106.07968
New York,Albany,1985,347,280,66,1,0,0,0,101,60,28,0,0,0,325,0,22,42.640931,-73.756511
New York,Bronx,1985,361,128,189,44,0,0,0,132,102,61,0,194,0,167,0,0,40.8679,-73.87809
New York,Chautauqua,1985,355,209,71,70,5,0,0,160,115,40,0,0,0,355,0,0,42.49963,-79.31881
New York,Dutchess,1985,364,290,57,17,0,0,0,148,71,23,0,0,133,231,0,0,41.78555,-73.74136
New York,Erie,1985,365,50,159,124,31,1,0,202,148,90,2,29,61,273,0,0,42.99813,-78.89926
New York,Essex,1985,365,284,52,24,5,0,0,156,87,38,0,0,361,4,0,0,43.9731,-74.2232
New York,Kings,1985,362,51,248,53,10,0,0,172,109,74,191,0,39,132,0,0,40.71961,-73.94771
New York,Monroe,1985,365,92,180,88,4,1,0,202,117,71,4,0,76,285,0,0,43.14618,-77.54817
New York,Nassau,1985,361,207,146,8,0,0,0,110,73,47,44,289,0,28,0,0,40.74316,-73.58549
New York,New York,1985,362,4,194,121,29,14,0,232,165,98,214,7,54,87,0,0,40.81976,-73.94825
New York,Niagara,1985,365,131,144,85,5,0,0,166,113,65,1,0,122,242,0,0,43.096373,-79.011447
New York,Oneida,1985,334,311,20,3,0,0,0,122,45,30,0,0,334,0,0,0,43.09892,-75.22506
New York,Onondaga,1985,365,108,139,68,48,2,0,209,195,74,92,0,42,223,0,8,43.05235,-76.05921
New York,Queens,1985,361,169,146,37,7,2,0,233,105,52,0,0,112,249,0,0,40.739264,-73.817694
New York,Richmond,1985,335,164,119,31,15,6,0,237,126,51,0,0,154,181,0,0,40.58027,-74.19832
New York,Saratoga,1985,234,202,17,12,3,0,0,166,71,32,0,0,234,0,0,0,43.01209,-73.6489
New York,Suffolk,1985,352,215,101,28,7,1,0,201,102,43,0,0,146,206,0,0,40.82799,-73.05754
New York,Wayne,1985,351,281,42,23,5,0,0,192,80,35,0,0,351,0,0,0,43.23086,-77.17136
New York,Westchester,1985,347,235,78,24,9,1,0,201,97,41,0,0,162,180,0,5,41.05192,-73.76366
North Carolina,Alexander,1985,214,111,80,23,0,0,0,147,101,50,0,0,214,0,0,0,35.9138,-81.191
North Carolina,Beaufort,1985,341,282,40,17,2,0,0,198,70,14,0,0,0,341,0,0,35.428,-76.7399
North Carolina,Buncombe,1985,192,148,44,0,0,0,0,100,71,40,0,0,192,0,0,0,35.481963,-82.509719
North Carolina,Cumberland,1985,209,124,58,26,1,0,0,172,108,46,0,0,209,0,0,0,35.002304,-78.991692
North Carolina,Durham,1985,314,238,70,2,4,0,0,166,68,36,314,0,0,0,0,0,36.032955,-78.904037
North Carolina,Edgecombe,1985,219,111,74,31,3,0,0,169,112,50,0,0,219,0,0,0,35.988278,-77.5843
North Carolina,Forsyth,1985,365,257,80,27,1,0,0,187,93,43,47,94,181,43,0,0,36.051805,-80.144933
North Carolina,Granville,1985,186,100,59,25,2,0,0,166,112,49,0,0,186,0,0,0,36.141111,-78.768056
North Carolina,Guilford,1985,355,245,72,35,3,0,0,187,105,39,0,0,181,174,0,0,36.109006,-79.802314
North Carolina,Johnston,1985,190,121,51,18,0,0,0,150,100,46,0,0,190,0,0,0,35.59095,-78.4622
North Carolina,Lincoln,1985,361,242,87,30,2,0,0,182,97,39,0,0,184,177,0,0,35.438556,-81.27675
North Carolina,Martin,1985,194,120,59,14,1,0,0,164,97,46,0,0,194,0,0,0,35.81066,-76.9063
North Carolina,Mecklenburg,1985,365,117,192,44,11,1,0,208,112,58,172,27,165,0,0,1,35.281791,-80.851473
North Carolina,New Hanover,1985,227,149,65,13,0,0,0,147,84,44,0,0,227,0,0,0,34.23583,-77.9547
North Carolina,Person,1985,199,122,57,17,3,0,0,177,101,45,0,0,199,0,0,0,36.49002,-79.058272
North Carolina,Pitt,1985,351,268,55,26,2,0,0,159,93,32,0,0,208,143,0,0,35.641276,-77.360126
North Carolina,Wake,1985,365,137,183,41,3,1,0,202,105,58,224,0,141,0,0,0,35.8652,-78.8197
North Dakota,Billings,1985,365,333,25,6,1,0,0,158,47,13,0,0,0,365,0,0,46.8943,-103.37853
North Dakota,Burleigh,1985,135,129,6,0,0,0,0,58,40,24,0,0,0,0,0,135,46.825425,-100.76821
North Dakota,Cass,1985,62,62,0,0,0,0,0,50,38,24,0,0,0,0,0,62,46.933754,-96.85535
North Dakota,Dunn,1985,365,359,6,0,0,0,0,67,44,34,0,0,357,7,0,1,47.342423,-102.645864
North Dakota,McKenzie,1985,365,126,127,99,13,0,0,188,135,70,0,0,76,289,0,0,47.5812,-103.2995
North Dakota,Mercer,1985,365,286,70,8,1,0,0,162,67,39,0,4,208,153,0,0,47.400624,-101.929099
North Dakota,Oliver,1985,365,348,17,0,0,0,0,94,45,35,0,5,339,21,0,0,47.185833,-101.428056
North Dakota,Williams,1985,350,335,14,1,0,0,0,110,36,13,0,0,0,266,0,84,48.465253,-102.894086
Ohio,Adams,1985,31,17,8,6,0,0,0,134,105,50,0,0,0,31,0,0,38.79471,-83.53398
Ohio,Allen,1985,365,251,85,27,2,0,0,156,93,41,0,0,234,131,0,0,40.770944,-84.0539
Ohio,Ashtabula,1985,365,227,91,39,8,0,0,200,105,44,0,0,170,195,0,0,41.959695,-80.572808
Ohio,Belmont,1985,315,188,125,2,0,0,0,125,72,50,0,0,0,315,0,0,39.9679,-80.7464
Ohio,Butler,1985,365,191,134,34,6,0,0,197,101,49,2,0,159,204,0,0,39.5327,-84.7286
Ohio,Clark,1985,360,275,66,15,4,0,0,166,87,39,0,0,302,58,0,0,39.92882,-83.80949
Ohio,Clermont,1985,363,170,130,55,7,1,0,221,115,52,0,0,171,192,0,0,39.0828,-84.1441
Ohio,Columbiana,1985,347,170,95,70,12,0,0,194,123,54,0,0,0,299,0,48,40.634688,-80.545695
Ohio,Cuyahoga,1985,365,28,111,185,41,0,0,200,153,109,0,10,26,329,0,0,41.536942,-81.458871
Ohio,Franklin,1985,365,131,175,52,7,0,0,182,112,58,43,66,95,161,0,0,40.0877,-82.959773
Ohio,Hamilton,1985,365,30,125,192,17,1,0,210,139,105,2,34,36,293,0,0,39.146025,-84.538375
Ohio,Jefferson,1985,365,68,183,99,14,1,0,205,130,81,16,8,9,313,0,19,40.259475,-80.639987
Ohio,Lake,1985,365,93,145,109,17,1,0,203,132,71,21,0,119,225,0,0,41.758462,-81.278129
Ohio,Lawrence,1985,277,224,42,10,1,0,0,154,69,29,0,0,0,277,0,0,38.508075,-82.659241
Ohio,Lorain,1985,365,194,119,48,4,0,0,200,109,48,0,0,115,247,0,3,41.463071,-82.114261
Ohio,Lucas,1985,365,148,148,60,9,0,0,183,115,58,44,0,104,215,0,2,41.679867,-83.4785
Ohio,Mahoning,1985,365,210,117,31,7,0,0,185,102,48,27,0,166,171,0,1,41.09596,-80.65847
Ohio,Medina,1985,355,280,61,11,3,0,0,179,80,34,0,0,355,0,0,0,41.0604,-81.9239
Ohio,Montgomery,1985,365,221,123,17,4,0,0,164,87,45,31,104,124,104,0,2,39.755969,-84.198674
Ohio,Noble,1985,18,14,4,0,0,0,0,57,54,40,0,0,0,0,0,18,39.9428,-81.3373
Ohio,Portage,1985,361,270,54,26,11,0,0,200,101,38,0,0,361,0,0,0,41.182466,-81.330486
Ohio,Preble,1985,350,280,55,13,2,0,0,161,77,35,0,0,350,0,0,0,39.83562,-84.720524
Ohio,Scioto,1985,357,298,48,10,1,0,0,159,60,26,0,0,0,357,0,0,38.588034,-82.834973
Ohio,Stark,1985,365,168,143,48,6,0,0,169,109,54,1,47,154,160,0,3,40.93133,-81.123519
Ohio,Summit,1985,365,75,173,110,7,0,0,197,125,85,1,0,87,277,0,0,41.079159,-81.516235
Ohio,Trumbull,1985,359,304,52,3,0,0,0,123,62,21,0,0,0,359,0,0,41.23172,-80.80116
Ohio,Warren,1985,326,228,58,31,9,0,0,197,108,39,0,0,326,0,0,0,39.42689,-84.20077
Ohio,Washington,1985,314,208,90,16,0,0,0,139,87,36,0,0,0,314,0,0,39.43147,-81.50131
Oklahoma,Cleveland,1985,360,296,61,3,0,0,0,136,56,40,26,202,132,0,0,0,35.320105,-97.484099
Oklahoma,Kay,1985,365,205,38,78,44,0,0,200,156,37,0,0,0,365,0,0,36.939969,-97.345
Oklahoma,Muskogee,1985,202,173,13,16,0,0,0,124,72,6,0,0,0,202,0,0,35.775813,-95.287067
Oklahoma,Oklahoma,1985,365,228,110,25,1,1,0,208,91,46,79,55,226,2,0,3,35.614131,-97.475083
Oklahoma,Tulsa,1985,365,100,158,91,16,0,0,200,122,67,2,43,97,223,0,0,35.901324,-96.012749
Oregon,Clackamas,1985,365,329,22,9,4,1,0,206,50,30,0,0,349,0,0,16,45.28845,-121.782775
Oregon,Columbia,1985,178,162,14,2,0,0,0,136,50,31,0,0,178,0,0,0,45.768531,-122.7721
Oregon,Deschutes,1985,61,48,12,1,0,0,0,121,60,24,0,0,0,0,0,61,44.0548,-121.2942
Oregon,Jackson,1985,365,50,277,25,9,4,0,240,108,67,320,0,18,0,0,27,42.33155,-122.880266
Oregon,Josephine,1985,356,202,142,12,0,0,0,138,83,47,349,0,0,0,0,7,42.434139,-123.348466
Oregon,Lane,1985,365,271,70,22,2,0,0,157,76,40,147,0,177,0,0,41,43.799501,-123.053487
Oregon,Linn,1985,62,39,23,0,0,0,0,77,64,43,0,0,0,0,0,62,44.778743,-122.617048
Oregon,Marion,1985,359,296,54,6,3,0,0,170,69,34,218,0,141,0,0,0,44.943114,-123.005934
Oregon,Multnomah,1985,365,218,145,2,0,0,0,103,70,47,266,46,0,8,0,45,45.5625,-122.575278
Oregon,Union,1985,22,17,5,0,0,0,0,71,55,32,0,0,0,0,0,22,45.3235,-118.0778
Pennsylvania,Allegheny,1985,364,23,85,187,68,1,0,211,197,113,3,9,21,329,0,2,40.308219,-79.869134
Pennsylvania,Beaver,1985,365,76,145,137,5,2,0,210,126,90,0,24,81,260,0,0,40.685019,-80.324775
Pennsylvania,Berks,1985,365,152,160,40,13,0,0,192,112,59,3,77,144,141,0,0,40.377222,-75.914444
Pennsylvania,Blair,1985,361,203,128,26,4,0,0,187,95,48,0,18,183,134,0,26,40.535278,-78.370833
Pennsylvania,Bucks,1985,356,183,123,30,16,4,0,219,119,50,18,191,121,26,0,0,40.107222,-74.882222
Pennsylvania,Cambria,1985,358,142,171,40,5,0,0,200,103,57,7,54,115,182,0,0,40.309722,-78.915
