"","State","County","Median.AQI"
"15711","Georgia","Lowndes",43
"15712","Georgia","Murray",45
"15713","Georgia","Muscogee",42
"15714","Georgia","Pike",36
"15715","Georgia","Richmond",51
"15716","Georgia","Rockdale",33
"15717","Georgia","Sumter",39
"15718","Georgia","Walker",50
"15719","Georgia","Washington",52
"15720","Hawaii","Hawaii",27
"15721","Hawaii","Honolulu",25
"15722","Hawaii","Kauai",12
"15723","Hawaii","Maui",19
"15724","Idaho","Ada",44
"15725","Idaho","Bannock",37
"15726","Idaho","Benewah",24
"15727","Idaho","Boise",52
"15728","Idaho","Bonner",18
"15729","Idaho","Bonneville",28
"15730","Idaho","Butte",46
"15731","Idaho","Canyon",43
"15732","Idaho","Caribou",21
"15733","Idaho","Custer",9
"15734","Idaho","Idaho",44
"15735","Idaho","Kootenai",32
"15736","Idaho","Latah",24
"15737","Idaho","Lemhi",21
"15738","Idaho","Nez Perce",17
"15739","Idaho","Shoshone",19
"15740","Idaho","Twin Falls",25
"15741","Idaho","Valley",33
"15742","Illinois","Adams",38
"15743","Illinois","Champaign",41
"15744","Illinois","Clark",45
"15745","Illinois","Cook",69
"15746","Illinois","DuPage",32
"15747","Illinois","Effingham",44
"15748","Illinois","Hamilton",48
"15749","Illinois","Jersey",45
"15750","Illinois","Jo Daviess",36
"15751","Illinois","Kane",36
"15752","Illinois","La Salle",27
"15753","Illinois","Lake",36
"15754","Illinois","Macon",41
"15755","Illinois","Macoupin",35
"15756","Illinois","Madison",67
"15757","Illinois","McHenry",35
"15758","Illinois","McLean",35
"15759","Illinois","Peoria",45
"15760","Illinois","Randolph",37
"15761","Illinois","Rock Island",35
"15762","Illinois","Saint Clair",59
"15763","Illinois","Sangamon",40
"15764","Illinois","Tazewell",14
"15765","Illinois","Wabash",13
"15766","Illinois","Will",44
"15767","Illinois","Winnebago",38
"15768","Indiana","Allen",49
"15769","Indiana","Boone",54
"15770","Indiana","Carroll",54
"15771","Indiana","Clark",54
"15772","Indiana","Daviess",23
"15773","Indiana","Delaware",50
"15774","Indiana","Dubois",55
"15775","Indiana","Elkhart",51
"15776","Indiana","Floyd",49
"15777","Indiana","Gibson",41
"15778","Indiana","Greene",54
"15779","Indiana","Hamilton",49
"15780","Indiana","Hendricks",50
"15781","Indiana","Henry",53
"15782","Indiana","Howard",54
"15783","Indiana","Knox",40
"15784","Indiana","LaPorte",41
"15785","Indiana","Lake",64
"15786","Indiana","Madison",58
"15787","Indiana","Marion",66
"15788","Indiana","Perry",31
"15789","Indiana","Porter",49
"15790","Indiana","Posey",51
"15791","Indiana","Shelby",58
"15792","Indiana","Spencer",21
"15793","Indiana","St. Joseph",51
"15794","Indiana","Sullivan",17
"15795","Indiana","Tippecanoe",54
"15796","Indiana","Vanderburgh",49
"15797","Indiana","Vigo",48
"15798","Indiana","Wabash",36
"15799","Indiana","Warrick",77
"15800","Indiana","Whitley",19
"15801","Iowa","Black Hawk",42
"15802","Iowa","Bremer",42
"15803","Iowa","Cerro Gordo",30
"15804","Iowa","Clinton",35
"15805","Iowa","Harrison",44
"15806","Iowa","Johnson",41
"15807","Iowa","Lee",19
"15808","Iowa","Linn",52
"15809","Iowa","Montgomery",43
"15810","Iowa","Muscatine",36
"15811","Iowa","Palo Alto",27
"15812","Iowa","Polk",42
"15813","Iowa","Pottawattamie",39
"15814","Iowa","Scott",53
"15815","Iowa","Van Buren",38
"15816","Iowa","Woodbury",4
"15817","Kansas","Chase",17
"15818","Kansas","Ford",15
"15819","Kansas","Johnson",48
"15820","Kansas","Neosho",17
"15821","Kansas","Sedgwick",44
"15822","Kansas","Shawnee",43
"15823","Kansas","Sherman",17
"15824","Kansas","Sumner",42
"15825","Kansas","Trego",23
"15826","Kansas","Wyandotte",45
"15827","Kentucky","Bell",49
"15828","Kentucky","Boone",43
"15829","Kentucky","Boyd",47
"15830","Kentucky","Bullitt",42
"15831","Kentucky","Campbell",45
"15832","Kentucky","Carter",46
"15833","Kentucky","Christian",49
"15834","Kentucky","Daviess",43
"15835","Kentucky","Edmonson",41
"15836","Kentucky","Fayette",43
"15837","Kentucky","Greenup",37
"15838","Kentucky","Hancock",43
"15839","Kentucky","Hardin",46
"15840","Kentucky","Henderson",48
"15841","Kentucky","Jefferson",68
"15842","Kentucky","Jessamine",42
"15843","Kentucky","Livingston",40
"15844","Kentucky","Madison",49
"15845","Kentucky","Marshall",18
"15846","Kentucky","McCracken",39
"15847","Kentucky","Morgan",40
"15848","Kentucky","Oldham",44
"15849","Kentucky","Perry",45
"15850","Kentucky","Pike",41
"15851","Kentucky","Pulaski",41
"15852","Kentucky","Simpson",43
"15853","Kentucky","Trigg",42
"15854","Kentucky","Warren",44
"15855","Kentucky","Washington",41
"15856","Louisiana","Ascension",32
"15857","Louisiana","Bossier",41
"15858","Louisiana","Caddo",40
"15859","Louisiana","Calcasieu",44
"15860","Louisiana","East Baton Rouge",53
"15861","Louisiana","Iberville",40
"15862","Louisiana","Jefferson",43
"15863","Louisiana","Lafayette",37
"15864","Louisiana","Lafourche",39
"15865","Louisiana","Livingston",41
"15866","Louisiana","Orleans",43
"15867","Louisiana","Ouachita",37
"15868","Louisiana","Pointe Coupee",34
"15869","Louisiana","Rapides",39
"15870","Louisiana","St. Bernard",40
"15871","Louisiana","St. Charles",32
"15872","Louisiana","St. James",31
"15873","Louisiana","St. John the Baptist",33
"15874","Louisiana","Tangipahoa",40
"15875","Louisiana","Terrebonne",38
"15876","Louisiana","West Baton Rouge",53
"15877","Maine","Androscoggin",10
"15878","Maine","Aroostook",34
"15879","Maine","Cumberland",37
"15880","Maine","Hancock",37
"15881","Maine","Kennebec",31
"15882","Maine","Knox",37
"15883","Maine","Oxford",20
"15884","Maine","Penobscot",34
"15885","Maine","Washington",15
"15886","Maine","York",33
"15887","Maryland","Anne Arundel",52
"15888","Maryland","Baltimore",56
"15889","Maryland","Baltimore (City)",58
"15890","Maryland","Carroll",47
"15891","Maryland","Cecil",46
"15892","Maryland","Charles",50
"15893","Maryland","Dorchester",41
"15894","Maryland","Frederick",47
"15895","Maryland","Harford",42
"15896","Maryland","Kent",47
"15897","Maryland","Montgomery",49
"15898","Maryland","Prince George's",44
"15899","Maryland","Washington",49
"15900","Massachusetts","Barnstable",40
"15901","Massachusetts","Berkshire",42
"15902","Massachusetts","Bristol",39
"15903","Massachusetts","Essex",39
"15904","Massachusetts","Hampden",50
"15905","Massachusetts","Hampshire",38
"15906","Massachusetts","Middlesex",29
"15907","Massachusetts","Norfolk",48
"15908","Massachusetts","Plymouth",39
"15909","Massachusetts","Suffolk",55
"15910","Massachusetts","Worcester",45
"15911","Michigan","Allegan",47
"15912","Michigan","Bay",42
"15913","Michigan","Benzie",44
"15914","Michigan","Berrien",47
"15915","Michigan","Cass",54
"15916","Michigan","Clinton",42
"15917","Michigan","Genesee",37
"15918","Michigan","Huron",42
"15919","Michigan","Ingham",45
"15920","Michigan","Kalamazoo",49
"15921","Michigan","Kent",49
"15922","Michigan","Keweenaw",13
"15923","Michigan","Lenawee",46
"15924","Michigan","Macomb",37
"15925","Michigan","Mason",43
"15926","Michigan","Missaukee",34
"15927","Michigan","Monroe",55
"15928","Michigan","Muskegon",44
"15929","Michigan","Oakland",33
"15930","Michigan","Ottawa",45
"15931","Michigan","Schoolcraft",31
"15932","Michigan","St. Clair",46
"15933","Michigan","Tuscola",32
"15934","Michigan","Washtenaw",41
"15935","Michigan","Wayne",64
"15936","Michigan","Wexford",35
"15937","Minnesota","Anoka",18
"15938","Minnesota","Carlton",15
"15939","Minnesota","Dakota",35
"15940","Minnesota","Hennepin",43
"15941","Minnesota","Lake",34
"15942","Minnesota","Mille Lacs",40
"15943","Minnesota","Olmsted",45
"15944","Minnesota","Ramsey",49
"15945","Minnesota","Saint Louis",33
"15946","Minnesota","Scott",40
"15947","Minnesota","Stearns",13
"15948","Minnesota","Washington",24
"15949","Minnesota","Winona",33
"15950","Mississippi","Bolivar",41
"15951","Mississippi","DeSoto",41
"15952","Mississippi","Forrest",52
"15953","Mississippi","Hancock",36
"15954","Mississippi","Harrison",46
"15955","Mississippi","Hinds",48
"15956","Mississippi","Jackson",38
"15957","Mississippi","Lauderdale",42
"15958","Mississippi","Lee",44
"15959","Mississippi","Yalobusha",38
"15960","Missouri","Boone",48
"15961","Missouri","Buchanan",16
"15962","Missouri","Cass",48
"15963","Missouri","Cedar",46
"15964","Missouri","Clay",53
"15965","Missouri","Greene",52
"15966","Missouri","Iron",37
"15967","Missouri","Jackson",49
"15968","Missouri","Jasper",39
"15969","Missouri","Jefferson",51
"15970","Missouri","Monroe",40
"15971","Missouri","Saint Charles",42
"15972","Missouri","Saint Louis",54
"15973","Missouri","Sainte Genevieve",44
"15974","Missouri","St. Louis City",65
"15975","Missouri","Stoddard",48
"15976","Missouri","Taney",35
"15977","Montana","Cascade",22
"15978","Montana","Fergus",11
"15979","Montana","Flathead",35
"15980","Montana","Gallatin",6
"15981","Montana","Lake",20
"15982","Montana","Lewis and Clark",19
"15983","Montana","Lincoln",26
"15984","Montana","Missoula",32
"15985","Montana","Powell",10
"15986","Montana","Ravalli",16
"15987","Montana","Roosevelt",15
"15988","Montana","Rosebud",22
"15989","Montana","Sanders",24
"15990","Montana","Sheridan",13
"15991","Montana","Silver Bow",18
"15992","Montana","Yellowstone",60
"15993","Nebraska","Cass",29
"15994","Nebraska","Douglas",45
"15995","Nebraska","Hall",25
"15996","Nebraska","Lancaster",31
"15997","Nebraska","Sarpy",37
"15998","Nebraska","Scotts Bluff",21
"15999","Nebraska","Thomas",11
"16000","Nebraska","Washington",33
"16001","Nevada","Carson City",36
"16002","Nevada","Clark",71
"16003","Nevada","Douglas",46
"16004","Nevada","Elko",18
"16005","Nevada","Washoe",46
"16006","Nevada","White Pine",41
"16007","New Hampshire","Belknap",40
"16008","New Hampshire","Cheshire",33
"16009","New Hampshire","Coos",34
"16010","New Hampshire","Grafton",34
"16011","New Hampshire","Hillsborough",39
"16012","New Hampshire","Merrimack",40
"16013","New Hampshire","Rockingham",41
"16014","New Jersey","Atlantic",38
"16015","New Jersey","Bergen",42
"16016","New Jersey","Camden",47
"16017","New Jersey","Cumberland",36
"16018","New Jersey","Essex",49
"16019","New Jersey","Gloucester",39
"16020","New Jersey","Hudson",46
"16021","New Jersey","Hunterdon",35
"16022","New Jersey","Mercer",41
"16023","New Jersey","Middlesex",42
"16024","New Jersey","Monmouth",32
"16025","New Jersey","Morris",42
"16026","New Jersey","Ocean",45
"16027","New Jersey","Passaic",44
"16028","New Jersey","Union",56
"16029","New Jersey","Warren",45
"16030","New Mexico","Bernalillo",55
"16031","New Mexico","Catron",13
"16032","New Mexico","Chaves",25
"16033","New Mexico","Dona Ana",59
"16034","New Mexico","Eddy",42
"16035","New Mexico","Lea",25
"16036","New Mexico","Lincoln",13
"16037","New Mexico","Los Alamos",13
"16038","New Mexico","Luna",15
"16039","New Mexico","Rio Arriba",11
"16040","New Mexico","San Juan",49
"16041","New Mexico","Sandoval",48
"16042","New Mexico","Santa Fe",9
"16043","New Mexico","Socorro",15
"16044","New Mexico","Taos",19
"16045","New Mexico","Valencia",43
"16046","New York","Albany",36
"16047","New York","Bronx",55
"16048","New York","Chautauqua",52
"16049","New York","Dutchess",37
"16050","New York","Erie",58
"16051","New York","Essex",42
"16052","New York","Hamilton",35
"16053","New York","Jefferson",45
"16054","New York","Kings",19
"16055","New York","Monroe",41
"16056","New York","Nassau",37
"16057","New York","New York",51
"16058","New York","Niagara",38
"16059","New York","Oneida",40
"16060","New York","Onondaga",35
"16061","New York","Orange",42
"16062","New York","Oswego",28
"16063","New York","Putnam",29
"16064","New York","Queens",50
"16065","New York","Richmond",44
"16066","New York","Saratoga",35
"16067","New York","St. Lawrence",28
"16068","New York","Steuben",35
"16069","New York","Suffolk",42
"16070","New York","Tompkins",37
"16071","New York","Wayne",34
"16072","New York","Westchester",36
"16073","North Carolina","Alexander",54
"16074","North Carolina","Avery",45
"16075","North Carolina","Beaufort",6
"16076","North Carolina","Buncombe",48
"16077","North Carolina","Caldwell",49
"16078","North Carolina","Carteret",38
"16079","North Carolina","Caswell",51
"16080","North Carolina","Catawba",57
"16081","North Carolina","Cumberland",44
"16082","North Carolina","Davidson",55
"16083","North Carolina","Durham",54
"16084","North Carolina","Edgecombe",51
"16085","North Carolina","Forsyth",58
"16086","North Carolina","Granville",51
"16087","North Carolina","Guilford",54
"16088","North Carolina","Haywood",58
"16089","North Carolina","Hyde",30
"16090","North Carolina","Jackson",54
"16091","North Carolina","Johnston",54
"16092","North Carolina","Lenoir",46
"16093","North Carolina","Lincoln",50
"16094","North Carolina","Macon",36
"16095","North Carolina","Martin",47
"16096","North Carolina","Mecklenburg",58
"16097","North Carolina","Mitchell",52
"16098","North Carolina","Montgomery",42
"16099","North Carolina","New Hanover",50
"16100","North Carolina","Northampton",47
"16101","North Carolina","Person",51
"16102","North Carolina","Pitt",48
"16103","North Carolina","Rockingham",51
"16104","North Carolina","Rowan",64
"16105","North Carolina","Swain",45
"16106","North Carolina","Union",54
"16107","North Carolina","Wake",54
"16108","North Carolina","Yancey",58
"16109","North Dakota","Billings",35
"16110","North Dakota","Burke",14
"16111","North Dakota","Burleigh",25
"16112","North Dakota","Cass",33
"16113","North Dakota","Dunn",34
"16114","North Dakota","McKenzie",36
"16115","North Dakota","Mercer",34
"16116","North Dakota","Oliver",32
"16117","North Dakota","Williams",11
"16118","Ohio","Adams",23
"16119","Ohio","Allen",33
"16120","Ohio","Ashtabula",37
"16121","Ohio","Athens",46
"16122","Ohio","Belmont",36
"16123","Ohio","Butler",60
"16124","Ohio","Clark",46
"16125","Ohio","Clermont",42
"16126","Ohio","Clinton",51
"16127","Ohio","Columbiana",26
"16128","Ohio","Cuyahoga",64
"16129","Ohio","Delaware",48
"16130","Ohio","Fayette",36
"16131","Ohio","Franklin",61
"16132","Ohio","Gallia",27
"16133","Ohio","Geauga",50
"16134","Ohio","Greene",46
"16135","Ohio","Hamilton",65
"16136","Ohio","Hancock",23
"16137","Ohio","Jefferson",66
"16138","Ohio","Knox",49
"16139","Ohio","Lake",57
"16140","Ohio","Lawrence",45
"16141","Ohio","Licking",45
"16142","Ohio","Lorain",43
"16143","Ohio","Lucas",60
"16144","Ohio","Madison",51
"16145","Ohio","Mahoning",55
"16146","Ohio","Medina",44
"16147","Ohio","Miami",51
"16148","Ohio","Montgomery",57
"16149","Ohio","Morgan",21
"16150","Ohio","Noble",36
"16151","Ohio","Portage",47
"16152","Ohio","Preble",49
"16153","Ohio","Scioto",27
"16154","Ohio","Stark",47
"16155","Ohio","Summit",67
"16156","Ohio","Trumbull",53
"16157","Ohio","Warren",48
"16158","Ohio","Washington",44
"16159","Ohio","Wood",44
"16160","Oklahoma","Adair",40
"16161","Oklahoma","Canadian",38
"16162","Oklahoma","Carter",44
"16163","Oklahoma","Cleveland",37
"16164","Oklahoma","Comanche",38
"16165","Oklahoma","Dewey",33
"16166","Oklahoma","Garfield",34
"16167","Oklahoma","Kay",44
"16168","Oklahoma","Mayes",45
"16169","Oklahoma","Muskogee",32
"16170","Oklahoma","Oklahoma",49
"16171","Oklahoma","Osage",16
"16172","Oklahoma","Ottawa",39
"16173","Oklahoma","Pittsburg",39
"16174","Oklahoma","Tulsa",56
"16175","Oregon","Benton",23
"16176","Oregon","Clackamas",29
"16177","Oregon","Columbia",31
"16178","Oregon","Deschutes",25
"16179","Oregon","Harney",29
"16180","Oregon","Jackson",51
"16181","Oregon","Josephine",28
"16182","Oregon","Klamath",32
"16183","Oregon","Lake",23
"16184","Oregon","Lane",50
"16185","Oregon","Linn",36
"16186","Oregon","Marion",31
"16187","Oregon","Multnomah",33
"16188","Oregon","Umatilla",25
"16189","Oregon","Union",23
"16190","Oregon","Wallowa",13
"16191","Oregon","Wasco",27
"16192","Oregon","Washington",28
"16193","Pennsylvania","Adams",51
"16194","Pennsylvania","Allegheny",71
"16195","Pennsylvania","Armstrong",45
"16196","Pennsylvania","Beaver",79
"16197","Pennsylvania","Berks",45
"16198","Pennsylvania","Blair",43
"16199","Pennsylvania","Bucks",42
"16200","Pennsylvania","Cambria",44
"16201","Pennsylvania","Centre",48
"16202","Pennsylvania","Chester",58
"16203","Pennsylvania","Clearfield",44
"16204","Pennsylvania","Cumberland",52
"16205","Pennsylvania","Dauphin",54
"16206","Pennsylvania","Delaware",46
"16207","Pennsylvania","Elk",37
"16208","Pennsylvania","Erie",52
"16209","Pennsylvania","Franklin",67
"16210","Pennsylvania","Greene",54
"16211","Pennsylvania","Lackawanna",48
"16212","Pennsylvania","Lancaster",43
"16213","Pennsylvania","Lawrence",41
"16214","Pennsylvania","Lehigh",51
"16215","Pennsylvania","Luzerne",47
"16216","Pennsylvania","Lycoming",35
"16217","Pennsylvania","Mercer",52
"16218","Pennsylvania","Montgomery",41
"16219","Pennsylvania","Northampton",53
"16220","Pennsylvania","Philadelphia",57
"16221","Pennsylvania","Somerset",36
"16222","Pennsylvania","Tioga",47
"16223","Pennsylvania","Warren",40
"16224","Pennsylvania","Washington",63
"16225","Pennsylvania","Westmoreland",45
"16226","Pennsylvania","York",47
"16227","Puerto Rico","Bayamon",29
"16228","Puerto Rico","Catano",40
"16229","Puerto Rico","Fajardo",21
"16230","Puerto Rico","Guayama",3
"16231","Puerto Rico","Guaynabo",39
"16232","Puerto Rico","Mayagnez",29
"16233","Puerto Rico","Ponce",30
"16234","Puerto Rico","San Juan",38
"16235","Rhode Island","Kent",41
"16236","Rhode Island","Providence",45
"16237","Rhode Island","Washington",45
"16238","South Carolina","Aiken",39
"16239","South Carolina","Anderson",48
"16240","South Carolina","Berkeley",35
"16241","South Carolina","Charleston",49
"16242","South Carolina","Chesterfield",45
"16243","South Carolina","Darlington",38
"16244","South Carolina","Edgefield",40
"16245","South Carolina","Florence",45
"16246","South Carolina","Greenville",55
"16247","South Carolina","Horry",44
"16248","South Carolina","Lexington",41
"16249","South Carolina","Oconee",44
"16250","South Carolina","Richland",57
"16251","South Carolina","Spartanburg",53
"16252","South Carolina","York",46
"16253","South Dakota","Brookings",30
"16254","South Dakota","Brown",29
"16255","South Dakota","Custer",11
"16256","South Dakota","Jackson",19
"16257","South Dakota","Meade",23
"16258","South Dakota","Minnehaha",27
"16259","South Dakota","Pennington",44
"16260","Tennessee","Anderson",41
"16261","Tennessee","Blount",72
"16262","Tennessee","Claiborne",40
"16263","Tennessee","Davidson",55
"16264","Tennessee","DeKalb",38
"16265","Tennessee","Dyer",40
"16266","Tennessee","Hamilton",54
"16267","Tennessee","Jefferson",48
"16268","Tennessee","Knox",60
"16269","Tennessee","Lawrence",44
"16270","Tennessee","Madison",42
"16271","Tennessee","Maury",42
"16272","Tennessee","McMinn",36
"16273","Tennessee","Montgomery",19
"16274","Tennessee","Putnam",50
"16275","Tennessee","Roane",9
"16276","Tennessee","Sevier",51
"16277","Tennessee","Shelby",58
"16278","Tennessee","Sullivan",76
"16279","Tennessee","Sumner",45
"16280","Tennessee","Williamson",47
"16281","Tennessee","Wilson",46
"16282","Texas","Bexar",47
"16283","Texas","Bowie",50
"16284","Texas","Brazoria",37
"16285","Texas","Brewster",40
"16286","Texas","Cameron",41
"16287","Texas","Collin",41
"16288","Texas","Culberson",18
"16289","Texas","Dallas",55
"16290","Texas","Denton",38
"16291","Texas","Ector",30
"16292","Texas","El Paso",64
"16293","Texas","Ellis",40
"16294","Texas","Galveston",43
"16295","Texas","Gregg",41
"16296","Texas","Harris",58
"16297","Texas","Harrison",44
"16298","Texas","Hidalgo",40
"16299","Texas","Hood",36
"16300","Texas","Jefferson",56
"16301","Texas","Johnson",38
"16302","Texas","Kaufman",35
"16303","Texas","Lubbock",28
"16304","Texas","McLennan",37
"16305","Texas","Montgomery",40
"16306","Texas","Nueces",40
"16307","Texas","Orange",40
"16308","Texas","Parker",38
"16309","Texas","Potter",21
"16310","Texas","Rockwall",35
"16311","Texas","Smith",40
"16312","Texas","Tarrant",53
"16313","Texas","Travis",46
"16314","Texas","Victoria",32
"16315","Texas","Webb",35
"16316","Utah","Box Elder",58
"16317","Utah","Cache",46
"16318","Utah","Davis",45
"16319","Utah","Duchesne",11
"16320","Utah","Garfield",8
"16321","Utah","Salt Lake",58
"16322","Utah","San Juan",48
"16323","Utah","Tooele",26
"16324","Utah","Uintah",6
"16325","Utah","Utah",54
"16326","Utah","Washington",13
"16327","Utah","Wayne",10
"16328","Utah","Weber",51
"16329","Vermont","Bennington",38
"16330","Vermont","Chittenden",38
"16331","Vermont","Rutland",25
"16332","Virgin Islands","St Croix",26
"16333","Virgin Islands","St John",26
"16334","Virgin Islands","St Thomas",24
"16335","Virginia","Arlington",45
"16336","Virginia","Bristol City",53
"16337","Virginia","Caroline",38
"16338","Virginia","Carroll",15
"16339","Virginia","Charles",48
"16340","Virginia","Chesterfield",51
"16341","Virginia","Fairfax",53
"16342","Virginia","Fauquier",45
"16343","Virginia","Frederick",47
"16344","Virginia","Giles",41
"16345","Virginia","Hampton City",42
"16346","Virginia","Hanover",54
"16347","Virginia","Henrico",54
"16348","Virginia","Loudoun",43
"16349","Virginia","Lynchburg City",52
"16350","Virginia","Madison",44
"16351","Virginia","Norfolk City",40
"16352","Virginia","Prince Edward",39
"16353","Virginia","Prince William",34
"16354","Virginia","Richmond City",53
"16355","Virginia","Roanoke",37
"16356","Virginia","Roanoke City",14
"16357","Virginia","Rockbridge",46
"16358","Virginia","Rockingham",7
"16359","Virginia","Salem City",53
"16360","Virginia","Stafford",49
"16361","Virginia","Suffolk City",48
"16362","Virginia","Virginia Beach City",46
"16363","Virginia","Winchester City",15
"16364","Virginia","Wythe",48
"16365","Washington","Adams",25
"16366","Washington","Asotin",20
"16367","Washington","Benton",23
"16368","Washington","Chelan",17
"16369","Washington","Clallam",23
"16370","Washington","Clark",35
"16371","Washington","Cowlitz",33
"16372","Washington","Grays Harbor",33
"16373","Washington","Jefferson",44
"16374","Washington","King",48
"16375","Washington","Kitsap",31
"16376","Washington","Kittitas",16
"16377","Washington","Klickitat",37
"16378","Washington","Lewis",25
"16379","Washington","Mason",32
"16380","Washington","Okanogan",17
"16381","Washington","Pierce",47
"16382","Washington","Skagit",25
"16383","Washington","Snohomish",39
"16384","Washington","Spokane",46
"16385","Washington","Stevens",53
"16386","Washington","Thurston",36
"16387","Washington","Walla Walla",31
"16388","Washington","Whatcom",33
"16389","Washington","Whitman",27
"16390","Washington","Yakima",22
"16391","West Virginia","Berkeley",49
"16392","West Virginia","Brooke",61
"16393","West Virginia","Cabell",42
"16394","West Virginia","Gilmer",33
"16395","West Virginia","Greenbrier",45
"16396","West Virginia","Hancock",101
"16397","West Virginia","Harrison",49
"16398","West Virginia","Kanawha",48
"16399","West Virginia","Marion",54
"16400","West Virginia","Marshall",58
"16401","West Virginia","Monongalia",44
"16402","West Virginia","Ohio",49
"16403","West Virginia","Tucker",38
"16404","West Virginia","Wood",53
"16405","Wisconsin","Ashland",15
"16406","Wisconsin","Brown",34
"16407","Wisconsin","Columbia",44
"16408","Wisconsin","Dane",44
"16409","Wisconsin","Dodge",40
"16410","Wisconsin","Door",39
"16411","Wisconsin","Eau Claire",13
"16412","Wisconsin","Fond du Lac",43
"16413","Wisconsin","Forest",10
"16414","Wisconsin","Grant",40
"16415","Wisconsin","Jefferson",46
"16416","Wisconsin","Kenosha",46
"16417","Wisconsin","Kewaunee",42
"16418","Wisconsin","Manitowoc",42
"16419","Wisconsin","Marathon",42
"16420","Wisconsin","Milwaukee",44
"16421","Wisconsin","Oneida",30
"16422","Wisconsin","Outagamie",39
"16423","Wisconsin","Ozaukee",42
"16424","Wisconsin","Racine",21
"16425","Wisconsin","Rock",46
"16426","Wisconsin","Sauk",37
"16427","Wisconsin","Sheboygan",44
"16428","Wisconsin","Taylor",36
"16429","Wisconsin","Vilas",32
"16430","Wisconsin","Walworth",46
"16431","Wisconsin","Waukesha",45
"16432","Wyoming","Albany",50
"16433","Wyoming","Campbell",51
"16434","Wyoming","Carbon",22
"16435","Wyoming","Converse",26
"16436","Wyoming","Fremont",26
"16437","Wyoming","Johnson",8
"16438","Wyoming","Laramie",17
"16439","Wyoming","Lincoln",16
"16440","Wyoming","Natrona",13
"16441","Wyoming","Park",11
"16442","Wyoming","Platte",19
"16443","Wyoming","Sheridan",31
"16444","Wyoming","Sublette",44
"16445","Wyoming","Sweetwater",25
"16446","Wyoming","Teton",45
"16447","Alabama","Baldwin",41
"16448","Alabama","Clay",44
"16449","Alabama","DeKalb",44
"16450","Alabama","Elmore",42
"16451","Alabama","Escambia",47
"16452","Alabama","Etowah",47
"16453","Alabama","Jefferson",71
"16454","Alabama","Lawrence",44
"16455","Alabama","Madison",44
"16456","Alabama","Mobile",40
"16457","Alabama","Montgomery",45
"16458","Alabama","Morgan",48
"16459","Alabama","Pike",19
"16460","Alabama","Russell",43
"16461","Alabama","Shelby",47
"16462","Alabama","Sumter",39
"16463","Alabama","Tuscaloosa",41
"16464","Alaska","Aleutians East ",10
"16465","Alaska","Anchorage ",24
"16466","Alaska","Denali ",33
"16467","Alaska","Fairbanks North Star ",23
"16468","Alaska","Juneau ",20
"16469","Alaska","Kenai Peninsula ",5
"16470","Alaska","Matanuska-Susitna ",10
"16471","Arizona","Apache",19
"16472","Arizona","Cochise",49
"16473","Arizona","Coconino",48
"16474","Arizona","Gila",87
"16475","Arizona","Maricopa",74
"16476","Arizona","Mohave",20
"16477","Arizona","Navajo",48
"16478","Arizona","Pima",52
"16479","Arizona","Pinal",58
"16480","Arizona","Santa Cruz",43
"16481","Arizona","Yavapai",49
"16482","Arizona","Yuma",44
"16483","Arkansas","Arkansas",50
"16484","Arkansas","Ashley",49
"16485","Arkansas","Clark",35
"16486","Arkansas","Crittenden",42
"16487","Arkansas","Garland",46
"16488","Arkansas","Newton",44
"16489","Arkansas","Polk",43
"16490","Arkansas","Pulaski",56
"16491","Arkansas","Union",10
"16492","Arkansas","Washington",40
"16493","California","Alameda",39
"16494","California","Amador",41
"16495","California","Butte",58
"16496","California","Calaveras",45
"16497","California","Colusa",38
"16498","California","Contra Costa",44
"16499","California","Del Norte",12
"16500","California","El Dorado",54
"16501","California","Fresno",107
"16502","California","Glenn",40
"16503","California","Humboldt",26
"16504","California","Imperial",61
"16505","California","Inyo",51
"16506","California","Kern",118
"16507","California","Kings",56
"16508","California","Lake",37
"16509","California","Los Angeles",95
"16510","California","Madera",46
"16511","California","Marin",28
"16512","California","Mariposa",55
"16513","California","Mendocino",33
"16514","California","Merced",71
"16515","California","Mono",48
"16516","California","Monterey",36
"16517","California","Napa",31
"16518","California","Nevada",58
"16519","California","Orange",63
"16520","California","Placer",50
"16521","California","Plumas",41
"16522","California","Riverside",97
"16523","California","Sacramento",67
"16524","California","San Benito",43
"16525","California","San Bernardino",91
"16526","California","San Diego",68
"16527","California","San Francisco",37
"16528","California","San Joaquin",44
"16529","California","San Luis Obispo",50
"16530","California","San Mateo",33
"16531","California","Santa Barbara",49
"16532","California","Santa Clara",47
"16533","California","Santa Cruz",35
"16534","California","Shasta",43
"16535","California","Siskiyou",39
"16536","California","Solano",38
"16537","California","Sonoma",37
"16538","California","Stanislaus",49
"16539","California","Sutter",42
"16540","California","Tehama",46
"16541","California","Trinity",13
"16542","California","Tulare",101
"16543","California","Tuolumne",44
"16544","California","Ventura",54
"16545","California","Yolo",44
"16546","Colorado","Adams",48
"16547","Colorado","Alamosa",23
"16548","Colorado","Arapahoe",44
"16549","Colorado","Archuleta",22
"16550","Colorado","Boulder",42
"16551","Colorado","Delta",26
"16552","Colorado","Denver",54
"16553","Colorado","Douglas",50
"16554","Colorado","El Paso",44
"16555","Colorado","Fremont",13
"16556","Colorado","Garfield",17
"16557","Colorado","Gunnison",48
"16558","Colorado","Jackson",8
